PM2.5,co2,no2,so2,o3
11,838,32,46,137
12,127,22,26,113
15,701,23,52,178
5,836,15,34,52
5,117,34,18,114
6,150,14,53,126
14,220,18,23,144
23,299,17,46,115
11,916,41,29,139
23,468,40,41,68
7,332,26,39,83
23,882,29,21,168
7,232,16,26,108
24,575,34,30,108
15,453,12,52,174
18,210,21,40,71
8,595,39,27,146
18,1046,17,23,168
14,697,35,29,61
22,216,30,39,175
5,911,34,17,56
11,861,22,23,173
13,767,14,48,90
7,327,18,28,135
9,160,13,52,147
5,996,28,37,128
11,1029,45,53,99
12,420,32,51,145
21,388,26,40,163
11,785,33,24,142
19,690,23,18,90
11,690,22,55,108
8,425,24,46,51
8,866,10,19,165
24,786,32,51,75
16,846,11,36,68
6,137,16,30,149
15,368,12,18,95
11,721,39,33,131
22,781,40,49,66
23,288,23,45,112
11,128,41,34,63
20,588,40,53,107
22,515,16,25,122
23,271,24,39,76
23,750,12,30,172
5,341,30,18,87
20,662,25,22,125
6,650,41,25,124
6,395,32,52,102
7,319,18,30,138
10,218,27,51,87
9,452,25,39,153
5,765,30,34,155
5,318,45,49,161
6,681,24,35,91
10,1058,19,27,75
10,669,29,45,125
15,776,15,47,133
5,822,24,33,62
12,750,45,37,139
24,587,12,37,51
7,1069,23,28,115
11,251,35,19,158
21,933,20,20,65
22,301,12,24,136
13,843,37,55,156
14,769,14,23,85
5,1087,31,22,102
9,432,20,49,153
24,357,24,39,53
24,672,10,42,144
13,127,27,22,81
15,275,15,47,113
6,908,26,37,84
6,915,16,16,123
18,775,37,26,54
22,951,41,23,62
19,304,23,28,59
7,387,27,44,95
18,769,16,33,59
12,396,38,24,108
5,749,36,27,169
13,218,34,49,136
19,468,42,45,106
24,178,36,45,57
15,640,19,31,179
22,387,16,27,133
23,739,28,43,122
19,850,12,52,100
11,393,33,27,51
22,105,36,36,59
20,905,16,16,80
5,873,12,33,176
9,257,27,36,109
18,656,12,19,66
13,887,32,43,161
19,389,19,22,100
16,613,19,16,118
21,712,10,34,106
18,826,36,26,164
9,1028,20,23,126
10,225,18,22,99
5,487,16,19,96
16,896,30,18,92
13,901,34,41,87
20,321,15,48,162
13,114,43,38,66
23,331,22,34,141
6,1016,32,42,148
8,307,14,31,134
15,467,37,46,103
17,1018,10,30,132
5,183,10,39,94
22,167,35,40,114
12,395,41,35,58
9,241,32,48,178
7,108,33,33,99
24,231,21,42,161
5,249,26,32,83
9,722,30,30,50
16,652,25,18,160
13,609,45,26,81
13,1040,40,24,64
10,487,22,53,61
10,832,24,40,76
12,386,36,23,119
18,787,13,40,147
15,716,10,30,77
21,115,18,24,151
15,414,12,28,158
12,390,26,37,142
10,798,25,29,126
5,518,38,39,69
15,792,44,48,160
10,597,43,55,77
18,982,45,17,92
21,843,43,55,114
20,416,22,36,141
5,1095,30,55,149
5,763,39,41,97
20,469,27,23,107
24,919,21,29,98
10,450,32,53,164
13,692,29,34,113
16,254,21,26,50
12,705,44,31,115
19,1046,26,33,176
9,290,29,44,109
21,774,15,52,89
5,1060,44,19,62
21,221,18,25,119
15,365,31,16,151
8,888,22,31,172
5,603,18,47,60
13,501,28,38,54
15,368,27,45,161
8,288,40,55,140
7,327,36,49,123
11,256,24,49,97
10,125,41,52,93
11,1071,40,37,80
9,679,32,35,156
11,741,20,43,135
8,732,21,47,141
23,911,44,46,171
5,1037,44,50,136
24,946,22,41,54
6,682,16,33,87
5,667,37,17,107
15,613,13,32,171
9,292,17,45,63
19,847,27,24,161
19,644,27,31,57
14,875,21,38,131
16,684,42,44,115
9,379,38,44,118
8,428,29,17,97
12,813,25,32,175
6,427,28,39,124
7,296,22,45,133
21,633,37,37,145
5,191,22,16,156
15,198,18,34,59
14,1002,34,22,144
9,627,13,19,159
20,341,34,55,90
19,209,33,22,81
11,483,29,53,93
7,423,31,36,157
10,691,23,34,84
22,976,36,42,69
22,430,16,39,96
22,591,38,42,154
23,699,40,22,76
15,833,21,42,141
11,676,11,44,96
6,570,35,25,145
10,316,22,35,55
23,528,21,24,150
19,205,29,25,163
14,1065,25,29,163
12,902,21,27,143
21,560,10,54,157
11,384,17,34,109
24,207,33,28,60
23,203,40,38,72
7,946,14,29,135
22,953,35,47,134
12,482,44,49,94
9,106,27,39,130
16,608,23,19,57
9,337,29,16,57
5,314,43,50,75
17,598,14,41,101
16,982,10,22,124
9,785,16,22,64
5,165,30,45,111
5,255,33,28,112
15,806,20,22,61
20,1060,21,32,117
5,339,23,43,178
16,231,34,45,164
10,853,41,45,155
13,391,32,30,159
7,676,33,16,159
24,114,19,29,109
11,991,39,50,55
24,544,15,26,136
11,717,38,18,155
21,225,13,26,83
19,791,36,26,99
23,628,19,19,180
10,771,26,43,97
13,790,19,23,85
6,805,18,24,73
23,1003,13,20,179
12,995,26,51,82
20,637,37,52,92
8,193,29,43,62
22,1056,28,27,170
16,845,33,55,92
21,184,18,52,136
11,311,10,52,160
8,778,40,33,105
21,873,19,34,85
10,361,42,52,137
6,282,14,54,111
22,784,19,54,178
22,328,19,18,173
10,501,43,19,165
5,272,40,55,121
17,171,27,52,158
5,386,10,31,134
8,475,38,32,70
6,486,18,24,177
8,629,17,18,121
23,449,18,18,55
5,536,36,55,165
19,330,20,41,159
7,171,36,17,129
23,570,35,34,160
17,242,42,33,61
10,413,29,55,95
5,783,35,48,167
14,883,12,19,115
11,875,10,40,92
11,386,38,39,62
5,213,42,17,110
7,939,23,17,65
22,837,25,27,124
6,159,14,27,83
11,234,38,46,137
9,776,30,19,132
20,692,19,47,158
7,620,24,26,118
13,1073,30,31,74
11,1096,12,46,78
20,263,13,25,171
13,478,26,50,126
6,923,10,20,55
9,667,36,27,96
16,845,18,20,64
23,653,10,51,57
5,876,26,20,77
13,628,45,36,175
23,1098,17,33,105
24,1031,19,26,54
12,539,43,36,67
6,177,11,36,86
18,909,22,34,132
14,602,40,21,93
7,603,42,41,142
10,989,14,26,147
22,862,40,21,58
20,303,19,52,80
20,835,27,54,148
8,358,37,52,148
13,606,23,20,173
21,422,12,24,180
21,987,27,47,77
24,328,34,30,122
15,1057,30,52,68
17,766,16,49,114
5,627,39,53,93
19,116,19,25,94
22,883,18,46,135
13,872,15,34,122
19,151,35,31,51
20,1081,35,55,85
11,272,37,21,99
21,1053,45,51,108
6,489,34,29,76
16,992,27,27,161
22,290,20,51,141
11,593,11,32,99
18,215,45,25,122
20,678,10,47,113
20,904,30,22,110
16,1055,25,36,144
9,290,14,42,72
23,325,45,53,155
16,1054,10,19,108
22,156,18,37,136
21,780,24,17,143
19,195,17,31,155
17,708,21,35,138
23,411,22,31,69
18,548,37,35,54
6,1042,13,18,132
10,620,36,18,164
24,1029,19,55,91
18,552,41,44,114
15,819,14,16,56
24,549,22,44,99
23,107,27,29,129
24,177,41,46,146
11,930,42,23,82
19,1013,37,34,51
11,240,30,51,76
21,301,26,39,136
13,1055,25,26,113
20,153,27,50,131
22,126,28,53,171
15,119,32,30,57
7,382,19,46,104
22,906,12,35,164
5,772,29,52,119
6,717,15,28,91
13,1083,16,35,80
8,1044,34,49,78
20,878,21,25,102
5,367,35,42,171
19,986,43,30,165
8,255,11,26,108
21,234,34,35,158
23,1032,27,16,175
23,772,13,40,120
16,1083,27,18,98
17,365,36,39,68
14,238,32,21,63
23,942,18,18,127
5,210,13,34,104
5,924,41,28,119
14,108,12,20,167
19,728,10,20,171
14,639,16,26,155
12,540,43,38,142
24,484,37,52,173
18,273,22,48,148
12,327,45,22,110
19,174,42,46,70
5,591,34,22,101
24,360,43,21,144
12,635,39,43,123
24,529,16,51,66
10,906,15,41,73
15,555,13,18,111
15,544,20,46,107
19,111,35,51,77
18,632,15,52,117
13,830,28,36,180
7,889,24,55,70
6,679,31,25,58
16,256,22,50,124
21,842,38,36,165
7,997,25,46,146
19,1024,35,22,116
18,331,35,51,69
8,849,24,33,82
10,1073,16,19,66
20,908,27,55,178
8,759,42,44,164
17,881,35,42,103
6,857,32,42,79
7,251,26,42,61
21,1030,32,23,62
22,1048,28,43,124
14,745,27,33,91
5,1029,19,34,78
20,835,19,40,82
16,766,44,45,107
24,878,31,38,132
9,219,36,42,105
7,488,35,16,151
20,717,34,51,92
19,412,44,26,66
21,720,11,55,125
6,781,45,16,98
23,296,37,30,63
10,218,22,30,103
19,899,10,36,120
13,1024,43,36,73
11,727,37,31,61
20,862,21,55,169
9,443,44,38,107
22,906,27,30,116
13,383,41,30,157
18,421,34,25,58
23,419,25,45,143
16,409,30,35,130
5,481,38,53,61
17,306,21,37,151
24,438,24,46,51
7,178,23,22,120
15,459,42,26,130
12,1002,21,26,162
15,1033,29,48,134
10,747,29,38,59
17,105,35,50,170
6,826,22,44,134
9,396,12,52,69
5,688,34,35,71
8,982,29,53,158
21,990,45,34,119
12,883,22,54,126
15,770,29,42,83
14,400,17,37,64
15,197,27,17,134
13,694,38,36,72
15,307,40,37,128
23,269,33,16,133
8,1072,16,46,50
5,666,43,28,77
12,780,14,49,176
10,699,40,35,98
19,372,40,53,110
14,213,35,27,128
11,919,19,36,116
14,889,10,46,156
11,903,25,28,72
14,530,28,17,58
13,742,43,19,156
24,956,18,20,102
21,797,17,30,127
14,1051,30,52,106
15,342,33,53,86
6,450,44,35,160
20,139,22,34,156
23,641,28,52,177
16,140,32,47,145
13,479,29,52,93
6,1001,31,40,105
7,296,45,47,104
19,1049,40,19,105
12,261,15,37,64
19,1069,37,38,160
20,1089,41,55,180
19,957,34,36,157
21,294,34,22,177
19,155,43,55,98
7,496,41,48,100
8,735,32,17,153
23,945,19,18,65
8,351,37,37,163
19,941,24,24,58
19,599,35,26,106
15,316,10,54,86
20,918,31,41,104
18,1096,17,42,104
12,206,19,54,101
6,232,15,29,106
23,780,29,42,151
21,522,41,18,73
20,964,24,47,99
15,298,15,55,60
22,400,20,43,64
17,872,12,54,51
12,306,24,19,149
11,204,27,41,166
6,536,35,22,83
12,206,16,17,89
17,835,17,39,129
17,960,36,29,124
7,717,45,48,145
7,581,25,37,66
15,756,15,38,100
24,708,26,18,143
20,1021,21,25,165
23,439,30,49,79
5,308,29,47,111
12,738,23,23,155
15,656,29,17,54
5,388,38,55,121
23,510,16,54,135
18,537,18,24,66
23,719,19,55,60
11,467,37,32,159
5,549,28,46,84
7,499,12,17,154
22,108,22,54,119
16,171,11,22,70
19,976,35,17,144
14,413,35,31,55
21,1029,21,42,115
5,636,26,19,70
8,100,32,37,50
22,878,11,19,112
24,190,20,44,143
11,762,28,47,138
18,550,13,49,60
24,492,40,46,177
24,196,17,36,88
20,1028,36,54,179
6,699,12,32,133
6,180,20,26,163
14,574,13,31,55
21,252,21,18,69
20,391,34,41,77
8,517,24,39,83
14,427,14,27,90
20,696,23,46,138
18,515,26,38,62
21,112,10,50,69
10,562,14,22,92
22,719,40,41,76
7,809,30,21,73
12,469,30,53,99
14,335,15,55,52
8,115,22,33,73
14,967,16,48,62
8,1081,11,28,121
5,1096,20,44,96
6,991,19,41,59
16,1060,11,37,81
5,928,37,37,172
24,786,14,27,91
6,640,36,22,129
21,749,34,31,108
24,736,21,32,62
12,183,21,41,121
23,121,17,55,166
11,1001,27,34,149
14,924,45,29,92
24,390,15,38,135
11,998,24,48,173
15,107,27,49,87
12,312,14,52,54
20,1026,44,19,82
19,1035,36,35,138
13,516,45,24,99
16,191,39,26,108
6,587,32,25,86
17,986,11,23,164
13,546,18,36,78
9,310,26,18,80
20,553,28,24,140
15,461,26,22,101
18,116,42,50,116
8,552,16,39,169
16,751,17,20,178
16,234,11,18,180
11,1033,23,42,156
20,228,23,29,77
7,589,13,49,149
17,460,15,54,152
24,147,30,45,110
14,694,39,24,77
24,1028,42,43,141
24,771,42,43,54
6,414,31,24,139
18,646,38,39,104
7,565,36,49,155
15,1049,25,49,119
14,253,42,25,81
7,411,27,40,174
5,539,31,38,76
5,653,31,49,176
22,1079,23,29,91
23,921,16,20,116
24,226,20,38,172
15,276,15,18,50
20,406,16,36,120
14,726,21,46,169
21,1068,45,53,91
16,355,42,30,145
11,829,20,32,110
8,769,36,29,129
15,1027,30,44,53
20,169,21,33,169
17,315,33,48,140
11,221,43,51,108
19,277,24,47,138
8,875,23,24,136
9,890,12,19,129
10,998,35,19,142
5,796,27,38,173
16,787,23,35,162
24,775,38,39,135
15,689,28,20,80
6,731,35,25,86
11,773,12,27,123
9,342,36,48,119
17,859,45,16,155
9,321,16,26,55
19,461,34,20,101
15,929,15,23,120
13,637,25,55,145
8,294,32,31,174
16,549,36,20,102
7,768,32,31,80
18,475,18,42,101
6,433,29,16,74
12,492,43,27,147
20,431,28,49,156
5,720,11,34,111
8,953,23,17,161
18,384,30,24,132
18,129,29,39,144
9,614,44,45,130
22,1082,21,52,76
11,704,12,17,123
24,878,36,38,119
22,406,14,42,179
8,302,13,46,89
13,918,20,54,84
22,581,35,55,147
16,759,43,29,113
7,524,26,49,115
12,439,17,55,71
5,749,31,32,76
22,228,21,22,89
12,287,11,22,58
10,737,45,39,163
24,193,29,26,72
23,809,12,19,86
21,264,35,24,68
18,809,23,20,118
11,662,35,20,119
21,1001,25,17,174
6,533,36,25,155
20,263,28,35,144
13,531,25,42,122
21,307,41,31,142
16,784,31,31,166
5,667,23,30,145
5,695,38,19,170
17,429,17,20,139
8,185,34,48,165
20,303,39,41,51
24,903,22,17,80
12,763,30,37,110
16,471,42,41,109
15,776,26,46,157
5,237,28,33,62
10,948,11,47,81
5,612,30,19,60
19,1015,17,21,58
20,560,20,27,79
22,867,38,37,132
22,326,29,32,100
7,769,42,32,161
22,289,39,20,63
9,1094,27,41,137
13,988,23,30,166
15,230,44,38,116
18,866,42,46,67
20,145,30,20,127
21,705,42,37,71
24,403,10,17,177
18,624,37,22,128
9,124,36,45,60
22,566,34,47,67
20,129,34,29,137
17,259,36,23,57
20,764,22,22,140
22,200,17,17,172
14,197,28,18,86
19,605,30,50,98
8,593,22,30,124
5,584,41,50,109
23,203,31,50,72
23,334,22,45,112
13,241,33,26,73
10,990,29,34,59
10,675,30,42,58
5,419,18,44,160
15,758,39,40,147
18,208,31,35,118
8,784,28,47,161
9,1016,45,47,91
18,581,42,41,75
18,317,22,29,129
8,1076,38,19,120
18,1011,40,23,51
13,243,10,55,95
18,680,30,26,74
22,348,23,22,55
16,705,38,28,139
12,992,31,48,120
5,280,34,34,159
10,740,22,35,142
11,778,19,16,151
13,717,37,32,94
12,468,30,31,85
9,670,39,21,57
22,677,17,43,55
11,381,33,49,139
9,933,16,47,137
20,902,32,39,134
5,328,31,23,149
13,865,28,38,139
10,472,19,35,139
23,248,43,32,159
6,851,30,33,162
18,715,23,48,123
11,402,32,31,80
7,616,44,49,84
12,464,36,37,120
9,691,17,17,153
18,1079,24,52,105
10,357,38,16,133
22,310,25,33,137
5,920,32,19,180
12,1038,13,30,169
5,767,39,47,158
20,114,20,41,115
7,586,39,35,177
11,878,45,49,143
12,249,12,26,171
17,261,29,18,117
5,359,45,42,77
21,844,38,30,60
6,780,23,21,132
18,1046,15,50,114
12,601,28,32,83
19,508,30,41,157
12,124,39,25,165
8,219,20,44,116
15,955,16,25,160
9,755,14,22,161
23,820,35,19,130
8,459,16,54,169
12,170,31,29,167
20,626,29,35,75
20,359,11,28,74
22,225,13,36,171
8,639,22,50,59
14,416,19,18,65
17,1029,37,28,174
23,630,30,22,112
20,267,36,17,140
12,217,19,38,173
21,407,23,36,154
13,721,36,26,52
17,677,37,43,139
18,924,38,54,106
7,106,13,53,147
20,758,44,55,172
20,107,20,32,69
12,553,20,47,77
12,1099,25,45,167
8,496,34,55,159
9,715,38,47,71
22,488,11,16,50
10,435,11,49,71
5,877,36,34,75
15,697,42,55,152
6,329,41,37,118
19,787,22,22,157
10,740,33,49,164
21,485,29,26,159
21,138,35,49,123
8,643,21,40,171
22,405,41,42,142
9,856,27,38,96
11,726,34,28,134
21,349,13,54,167
8,749,23,49,100
16,192,20,45,115
11,136,23,52,81
15,847,18,55,170
24,174,13,27,101
15,270,44,51,107
16,421,21,25,97
16,1030,43,41,82
16,204,20,28,158
20,942,41,25,57
19,549,18,27,77
24,749,19,45,104
15,780,14,55,57
5,217,41,50,171
7,905,31,23,83
7,235,11,50,171
21,1083,36,33,51
18,572,12,18,110
16,573,32,25,169
10,216,12,50,82
19,257,45,39,171
15,849,29,52,60
10,162,41,40,61
9,1019,13,24,99
7,368,26,52,176
20,177,26,40,149
11,883,43,18,108
12,341,32,21,128
20,750,20,31,171
22,932,39,25,105
21,151,40,34,70
17,883,18,28,54
7,736,34,42,68
15,894,33,52,124
17,260,30,21,128
18,1014,22,24,155
22,828,14,20,58
18,816,10,29,137
19,668,14,24,53
5,1053,20,29,154
15,392,22,30,59
8,840,32,55,103
24,713,40,31,154
9,1019,29,19,101
16,682,11,55,154
14,264,37,21,163
20,863,30,19,143
19,267,20,45,124
19,588,26,49,145
6,490,43,22,120
5,818,40,29,82
9,759,29,55,70
14,496,41,35,164
17,447,28,43,160
14,423,30,33,160
7,350,24,42,100
11,710,37,39,112
16,994,18,45,87
6,746,21,48,53
10,566,41,39,164
20,778,34,23,148
5,271,11,32,137
7,197,24,54,98
15,757,27,32,74
10,1091,28,51,77
19,280,23,23,160
17,1090,24,22,157
21,781,33,22,163
14,250,36,18,68
16,538,36,19,166
13,826,42,50,50
8,994,43,46,124
18,163,35,22,145
18,536,15,25,74
11,852,17,52,132
5,415,34,46,96
16,538,38,36,143
24,643,37,39,162
10,463,10,34,158
24,865,35,49,91
8,867,36,52,75
11,995,36,30,129
21,854,20,23,82
20,1007,11,53,75
7,351,17,54,68
13,818,17,41,95
14,740,15,41,101
10,689,12,25,51
22,741,20,48,168
6,1081,29,26,108
7,767,45,51,125
11,473,40,48,153
24,831,33,41,150
14,272,13,47,141
9,454,14,47,83
23,354,40,33,84
24,788,14,36,110
6,323,19,33,90
6,487,26,44,69
10,226,28,22,167
15,325,21,24,176
13,191,39,55,104
10,978,32,41,93
11,231,41,29,77
17,966,33,37,104
11,632,44,17,61
14,199,43,30,111
8,1015,10,17,95
14,1093,38,37,175
22,1025,44,33,75
22,869,21,28,72
21,1052,32,46,75
13,1050,23,38,135
8,158,27,17,121
17,232,31,54,83
19,113,30,52,140
11,754,15,48,129
12,808,37,18,158
19,419,23,43,80
13,521,23,45,141
6,1006,27,35,125
18,174,45,23,148
13,555,30,51,168
24,910,18,25,128
5,720,23,43,163
18,981,17,29,74
5,667,23,33,99
9,819,41,29,136
8,685,45,45,95
23,1078,22,23,179
16,465,42,24,62
9,1027,33,22,56
16,334,30,26,130
19,946,19,18,139
16,854,35,27,114
24,698,44,32,62
15,275,39,24,95
11,294,37,16,64
14,970,33,53,147
24,586,27,26,147
15,263,13,21,52
22,707,12,21,172
19,379,26,55,110
23,323,26,50,160
9,1082,10,33,154
9,435,33,27,178
13,496,23,50,172
9,493,36,35,165
24,851,28,31,64
6,199,42,34,151
16,175,19,35,164
14,811,25,42,61
13,457,12,46,120
16,866,36,54,128
5,1057,38,52,177
11,720,21,36,115
11,479,31,36,146
6,100,28,29,118
17,697,28,53,115
14,479,13,32,134
7,275,45,35,78
24,641,45,42,96
8,400,25,27,122
22,152,23,27,180
10,608,42,42,135
12,295,21,46,80
15,886,32,40,63
20,249,41,27,90
10,224,43,45,175
15,409,11,26,171
11,200,44,48,130
9,408,35,44,50
21,439,43,35,59
6,543,42,50,54
12,638,20,34,173
11,393,29,46,112
13,687,19,24,111
23,663,38,33,157
20,484,37,19,179
18,865,31,26,120
9,651,45,23,149
21,329,26,38,97
18,315,14,19,172
18,452,41,51,67
16,250,21,48,90
9,935,11,44,56
23,272,36,52,147
20,566,21,20,113
15,527,37,44,179
6,673,23,20,71
9,569,15,21,139
14,963,13,45,99
16,952,11,42,180
11,231,25,25,100
15,529,45,47,130
10,122,41,45,175
8,685,27,31,114
13,364,14,19,53
15,555,24,23,146
23,659,44,44,126
8,513,32,42,99
24,257,37,49,147
20,592,29,43,176
16,651,13,53,141
5,410,35,16,168
6,825,17,37,131
10,691,39,36,110
18,276,26,22,59
13,1082,22,55,130
17,471,35,18,175
21,164,41,50,155
10,345,10,33,141
5,227,32,49,114
5,841,10,47,99
21,236,44,39,179
7,394,11,37,166
14,117,41,47,180
22,335,39,49,121
15,968,15,21,82
7,600,13,51,107
11,584,12,51,64
19,591,28,39,180
17,745,27,55,58
9,521,27,53,67
19,295,30,49,170
15,719,33,50,119
20,977,29,41,149
19,346,20,16,66
23,755,16,41,80
8,879,14,36,157
14,786,44,43,125
19,946,14,35,139
14,695,43,45,68
24,236,17,26,126
18,643,16,34,96
10,468,21,50,93
19,255,40,27,144
23,389,34,20,128
24,663,36,43,51
5,457,13,39,82
22,309,43,39,77
16,632,41,33,63
20,1054,18,30,123
6,435,34,39,147
24,264,33,44,154
10,281,26,24,78
13,1002,23,40,153
21,682,26,53,136
9,370,35,32,70
15,823,41,22,96
17,614,44,25,68
24,114,26,46,96
12,405,38,44,54
19,166,35,37,76
21,833,45,16,92
8,336,38,42,140
13,672,30,34,115
8,1044,31,28,95
8,949,22,42,163
7,522,41,43,156
23,1007,29,52,74
5,319,13,45,136
8,692,21,54,59
19,880,23,45,59
8,395,23,50,180
6,497,20,22,98
21,242,19,35,166
19,383,18,25,179
23,578,36,22,101
7,423,23,23,164
15,818,22,30,129
23,975,32,24,71
18,766,13,25,84
10,426,25,36,157
24,404,43,18,126
20,886,26,25,122
16,253,39,29,134
7,1001,11,33,151
9,1089,31,31,59
15,263,17,44,142
11,981,25,31,64
21,528,34,20,67
11,405,21,25,76
5,379,22,24,89
15,1003,13,29,132
5,1091,13,26,62
9,912,39,30,72
22,176,26,33,142
20,106,11,18,97
9,275,42,49,146
9,372,12,40,105
17,292,36,29,103
24,1043,45,21,126
21,607,16,18,170
20,885,28,22,169
6,797,43,21,176
10,973,21,49,130
24,533,22,44,95
11,927,26,54,65
16,248,19,31,119
12,152,28,43,74
16,625,12,20,66
11,631,25,37,50
10,192,31,41,67
19,1060,37,39,175
16,1093,26,49,114
23,289,15,34,131
23,731,30,23,153
9,116,15,43,50
12,168,38,42,108
23,386,35,42,132
15,1093,45,35,112
21,860,29,21,147
18,881,14,23,109
9,896,40,21,86
22,465,43,31,155
7,756,19,37,69
16,576,21,48,174
10,163,39,28,117
14,373,21,33,177
11,406,38,36,124
16,661,37,27,154
18,157,21,23,168
5,1082,34,34,129
9,346,32,37,101
6,327,40,46,120
8,954,33,16,52
13,474,10,49,168
10,577,15,22,65
23,861,21,24,156
17,403,29,49,77
17,922,44,40,85
20,497,45,49,105
5,243,37,44,149
19,297,13,35,66
17,497,37,41,161
10,229,29,17,113
11,368,30,40,87
6,163,19,17,51
10,670,18,35,137
13,615,17,54,118
23,966,42,54,74
14,879,15,42,178
19,1076,40,50,145
18,1046,35,32,97
10,875,28,38,99
24,799,12,51,157
18,330,16,35,115
5,135,32,44,147
15,445,37,55,169
18,316,13,23,132
19,339,42,44,117
6,391,36,52,166
15,615,41,50,141
15,217,26,43,67
22,366,15,30,170
24,549,26,36,152
13,167,13,19,112
21,641,13,52,169
5,851,30,49,107
11,1004,42,50,172
7,727,18,51,171
6,290,15,26,148
18,998,11,39,164
17,318,23,31,170
8,947,34,34,156
10,349,38,27,74
8,344,28,47,173
21,492,10,26,50
9,286,31,26,93
10,955,40,16,85
5,936,44,21,140
11,386,31,53,75
18,1071,43,27,54
5,196,13,46,178
15,569,11,54,144
18,130,20,25,121
18,743,13,42,169
19,115,31,47,70
9,561,11,17,77
9,932,35,32,120
9,1067,17,48,91
23,1089,15,45,57
22,671,20,34,161
16,529,12,38,104
11,292,31,33,105
12,181,14,25,160
12,788,41,38,81
18,112,29,49,56
22,812,23,16,175
18,173,34,37,113
9,723,42,46,102
13,778,19,38,166
21,818,27,37,83
20,427,26,49,92
16,971,44,21,132
20,335,25,23,82
17,325,27,34,50
18,377,34,30,55
5,952,38,46,166
9,646,45,30,177
24,776,15,22,90
6,1029,45,36,117
21,332,39,26,79
14,633,21,51,103
20,541,17,19,117
10,1055,15,21,114
11,537,34,39,104
20,1002,27,33,133
11,360,44,28,125
10,548,29,26,178
19,404,30,45,60
17,219,40,46,166
10,559,43,43,169
16,1016,25,43,86
11,133,34,31,70
12,522,24,26,71
5,103,45,40,138
15,669,40,39,137
21,504,44,17,140
19,115,29,46,117
5,938,12,46,125
24,231,45,19,167
15,124,45,32,110
6,475,22,51,116
5,705,40,34,162
9,995,31,20,162
23,782,21,30,170
21,267,13,55,150
18,140,18,40,55
6,1034,26,44,63
9,237,25,43,145
9,483,37,46,65
23,630,10,49,61
20,716,38,45,158
21,481,25,48,133
9,430,16,36,141
8,153,45,30,78
16,1049,22,30,110
14,1024,35,48,147
20,736,20,30,137
8,933,35,51,154
12,154,31,33,120
13,595,33,50,151
9,126,18,49,59
10,547,26,21,174
5,633,28,30,150
6,741,16,51,116
11,1014,33,24,99
19,828,32,27,56
24,628,31,54,140
9,1022,30,25,137
12,598,32,27,108
10,918,31,29,62
6,1039,24,26,177
10,846,32,39,108
9,778,14,48,161
9,627,27,37,57
8,417,22,21,154
9,1042,42,37,119
9,754,29,21,138
6,1052,40,24,141
17,380,35,54,85
7,417,21,37,61
6,953,45,42,67
11,417,37,39,179
9,1040,37,34,51
24,418,18,22,93
21,785,32,37,54
13,898,44,37,65
18,935,34,50,139
22,549,11,55,132
11,352,29,39,114
22,1070,10,23,84
5,133,38,30,142
14,175,23,48,94
6,697,15,36,160
12,788,19,49,135
12,1080,27,29,111
6,880,15,25,153
24,826,23,51,139
22,906,13,31,177
10,930,34,48,132
10,733,28,20,100
22,698,40,32,59
5,516,37,28,147
12,152,10,51,110
11,920,30,38,171
13,520,11,26,56
9,748,38,20,150
22,683,18,40,116
10,519,26,41,148
13,517,31,26,118
22,584,39,22,95
21,982,31,31,161
7,513,30,26,167
14,759,37,42,89
21,350,35,50,178
6,1088,15,35,78
10,803,12,55,134
24,707,43,36,114
17,940,35,55,99
21,565,34,44,124
24,598,30,45,119
13,686,10,27,127
19,697,39,55,109
16,1100,38,50,123
16,618,29,49,88
20,1045,19,43,152
7,1048,31,39,90
7,134,26,38,53
18,907,20,33,128
24,798,39,44,152
23,281,17,54,129
7,722,19,47,152
23,946,13,46,177
23,642,42,22,117
13,149,14,47,173
11,275,38,53,81
10,130,20,32,58
8,222,41,29,140
9,580,10,43,121
21,322,40,36,56
21,496,32,27,177
19,997,26,29,81
22,723,12,27,177
20,453,38,17,174
17,596,10,35,158
19,873,23,50,101
24,1030,33,53,107
17,1002,35,43,163
23,682,27,24,127
19,543,23,52,179
12,723,23,47,149
5,976,30,24,57
24,987,13,16,89
9,924,36,22,92
14,114,35,27,170
14,322,26,16,67
13,489,30,27,123
22,396,38,42,132
24,616,42,28,161
15,604,29,26,114
20,859,21,41,91
10,1031,11,24,165
23,159,12,43,89
7,443,17,49,160
9,287,44,55,102
24,815,40,26,71
5,547,39,30,85
6,346,39,31,50
14,608,13,21,161
24,229,18,50,176
12,619,41,25,167
20,530,43,31,136
12,646,16,35,157
22,642,21,55,103
21,571,23,44,107
16,611,19,54,81
10,744,10,47,171
17,679,31,38,93
21,930,28,27,112
14,889,21,52,55
21,126,28,51,89
22,797,12,44,67
23,505,37,54,96
7,921,43,43,169
11,334,17,53,86
12,118,13,18,66
22,543,26,46,146
10,302,25,41,136
17,870,35,45,157
10,677,30,52,179
5,798,13,49,171
9,408,35,38,179
10,491,36,53,165
5,273,25,48,151
18,906,37,17,93
5,498,43,30,95
23,446,40,31,92
17,905,37,40,114
5,998,19,52,83
23,170,41,17,77
15,714,10,45,174
6,1071,19,39,158
7,267,34,26,142
11,571,44,35,148
18,779,41,38,111
19,588,20,43,161
22,166,28,29,107
10,385,15,24,126
17,506,26,17,90
21,185,17,23,53
13,777,21,47,152
15,850,21,48,138
17,1055,16,45,137
